Number,Name,URLLink,Team,Country,AgeDate,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,StarPower,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,ExcludeFromPayroll
58,Jake Spencer,,0,USA,2004-12-31,188,70,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
59,Cesar Patterson,,0,USA,2001-12-31,205,72,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
60,Ricky Hodges,,0,USA,2003-12-31,216,80,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
61,Steeve Mcrae,,0,CAN,1988-12-31,183,67,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
62,Larry Porter,,0,USA,1988-12-31,226,80,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
63,Artur Wieland,,0,GER,2004-12-31,165,66,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
64,Amer Holmgren,,0,SWE,1989-12-31,245,79,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
65,Jacob Fredriksson,,0,SWE,1987-12-31,218,72,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
66,Ian Pruitt,,0,USA,1987-12-31,197,71,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
67,Vladimir Valovicova,,0,SLO,1998-12-31,178,65,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
68,Leonard Lavoie,,0,CAN,1996-12-31,219,79,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
69,Dimok Gorbunov,,0,RUS,1996-12-31,205,72,5,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
70,Rim Litvinenko,,0,RUS,1990-12-31,247,77,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
71,Donald Bernard,,0,USA,1990-12-31,181,68,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
72,Jesse Dufour,,0,CAN,1996-12-31,207,73,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
73,Sultan Bondarev,,0,RUS,2000-12-31,177,66,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
74,Claude White,,0,USA,1988-12-31,216,71,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
75,Jules Cote,,0,CAN,1999-12-31,181,67,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
76,Renald Power,,0,CAN,2004-12-31,202,71,5,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
77,Cliff Huot,,0,CAN,1989-12-31,228,76,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
78,Roland Duquette,,0,CAN,1992-12-31,188,71,5,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
79,Denis Gagnon,,0,CAN,1993-12-31,166,67,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
80,Gregory Brennan,,0,CAN,1993-12-31,212,72,5,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
81,Curtis Donovan,,0,CAN,2001-12-31,169,65,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
82,Asko Siltala,,0,FIN,2001-12-31,183,73,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
83,Mauri Hujanen,,0,FIN,2001-12-31,171,68,5,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
84,Syed Orr,,0,CAN,1990-12-31,202,71,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
85,Eduard Simon,,0,GER,1994-12-31,234,80,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
86,Ibragim Maksimova,,0,RUS,1997-12-31,189,75,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
87,Ralph Croteau,,0,CAN,1994-12-31,167,67,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
88,Steve Downey,,0,CAN,1993-12-31,244,77,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
89,Johnnie Robinson,,0,USA,1993-12-31,207,76,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
90,Bert Theriault,,0,CAN,2001-12-31,186,69,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
91,Yan Middleton,,0,CAN,1996-12-31,202,72,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
92,Elemer Sulek,,0,SLO,1999-12-31,202,72,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
93,Sam Wilcox,,0,USA,1989-12-31,212,78,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
94,Pablo Hodges,,0,USA,2003-12-31,218,72,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
95,Wei Ouimet,,0,CAN,1997-12-31,168,66,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
96,Ken Payne,,0,CAN,1998-12-31,177,66,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
97,Ross Deleon,,0,USA,1988-12-31,191,73,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
98,Morgan Bartlett,,0,CAN,1997-12-31,175,67,5,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
99,Isak Back,,0,SWE,1987-12-31,171,68,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100,Leon Greene,,0,USA,1998-12-31,181,67,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
101,Darryl Carr,,0,CAN,1993-12-31,187,68,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
102,Clemens Melzer,,0,GER,2004-12-31,186,71,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
103,Brent Leonard,,0,CAN,1989-12-31,194,71,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
104,Abbas Bergstedt,,0,SWE,1994-12-31,208,78,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
105,Michael Picard,,0,CAN,1998-12-31,174,65,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
106,Bret Stone,,0,USA,2002-12-31,182,68,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
107,Wayne Rodriguez,,0,CAN,1994-12-31,172,68,5,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
108,Omar Golden,,0,USA,1988-12-31,188,68,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
109,Tuukka Klemetti,,0,FIN,2000-12-31,206,73,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
110,Phil Ricard,,0,CAN,1999-12-31,179,67,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
111,Jari Tuomainen,,0,FIN,2004-12-31,171,67,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
112,Riku Helenius,,0,FIN,1999-12-31,182,74,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
113,Robin Gullberg,,0,SWE,1993-12-31,222,76,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
114,Stat Luptak,,0,SLO,1989-12-31,245,78,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
115,Reg Lamontagne,,0,CAN,1992-12-31,175,69,1,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
116,Bradley Levine,,0,USA,1989-12-31,193,74,4,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
117,Rail Vinokurova,,0,RUS,2004-12-31,178,65,2,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
118,Mahmoud Josefsson,,0,SWE,2000-12-31,180,69,3,False,False,False,False,False,True,True,False,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
